Date,Close
2024-10-11,4332286.382131979
2024-10-14,4283290.88957875
2024-10-15,4336233.602878205
2024-10-16,4267258.224084685
2024-10-17,4246374.689624067
2024-10-18,4289067.078586146
2024-10-21,4310027.71761152
2024-10-22,4254434.003292733
2024-10-23,4253040.829833282
2024-10-24,4259425.743692719
2024-10-25,4290154.27001831
2024-10-28,4292377.836711605
2024-10-29,4238341.945191681
2024-10-30,4169017.48102885
2024-10-31,4151806.210060947
2024-11-01,4096201.2261655303
2024-11-04,4279106.119381355
2024-11-05,4094295.0979070645
2024-11-06,4182690.2240250115
2024-11-07,4346752.339893278
2024-11-08,4236451.619724548
2024-11-11,4245997.051335562
2024-11-12,4228122.6879894845
2024-11-13,4257183.071079966
2024-11-14,4150291.465841869
2024-11-15,4181030.6460766178
2024-11-18,4152645.591855325
2024-11-19,4207914.06994518
2024-11-20,4178944.545373721
2024-11-21,4196933.751523872
2024-11-22,4140368.191595641
2024-11-25,4173153.2567293025
2024-11-26,4152521.921664468
2024-11-27,4133955.6955483793
2024-11-28,3938618.305361124
2024-11-29,3852408.000701736
2024-12-02,3923471.5636346573
2024-12-03,3819181.5356053305
2024-12-04,3865570.99852678
2024-12-05,3868692.4631697065
2024-12-06,3875543.4242057754
2024-12-09,3842244.0836706874
2024-12-10,3863499.8789412244
2024-12-11,3923722.429095483
2024-12-12,4033200.4710823894
2024-12-13,3971438.9974771896
2024-12-16,3930810.1953433435
2024-12-17,3787712.889498699
2024-12-18,3856259.5665744757
2024-12-19,3670013.620725693
2024-12-20,3798538.847723842
2024-12-23,3904695.058883491
2024-12-24,3760517.5778115615
2024-12-25,3810946.2267950205
2024-12-26,3813036.513620269
2024-12-27,3880509.943526846
2024-12-30,3839224.2577467444
2024-12-31,3844712.1830223985
2025-01-02,3712572.2607928687
2025-01-03,3889672.932235331
2025-01-06,3836360.562406928
2025-01-07,3902341.4695586376
2025-01-08,3900703.0197963594
2025-01-09,3910780.205687696
2025-01-10,3996084.7298549092
2025-01-13,3948955.2770872377
2025-01-14,3929191.3120305375
2025-01-15,3983676.764997017
2025-01-16,3976091.977859615
2025-01-17,3970679.502007828
2025-01-20,3960451.01581034
2025-01-21,3948266.65273493
2025-01-22,3933602.1116063106
2025-01-23,4064764.082648355
2025-01-24,4085995.639590881
2025-01-27,4088584.516405806
2025-01-28,4083549.366450756
2025-01-29,4208502.578354504
2025-01-30,4207815.264348897
2025-01-31,4177544.383744527
2025-02-03,4270503.173115703
2025-02-04,4327989.540035791
2025-02-05,4375305.372282916
2025-02-06,4287893.245003855
2025-02-07,4346003.649026331
2025-02-10,4307433.860106121
2025-02-11,4339467.141513515
2025-02-12,4365854.630325971
2025-02-13,4370129.289746888
2025-02-14,4326109.0669098655
2025-02-17,4407500.651927079
2025-02-18,4417329.310463096
2025-02-19,4450161.8062381055
2025-02-20,4400670.100082361
2025-02-21,4404576.934480602
2025-02-24,4366929.427533017
2025-02-25,4279576.867333011
2025-02-26,4338253.765733828
2025-02-27,4261532.3710977845
2025-02-28,4252546.586180667
2025-03-03,4221624.575057499
2025-03-04,4022272.97198804
2025-03-05,4193962.0206176364
2025-03-06,4379620.359650595
2025-03-07,4355331.30719403
2025-03-10,4324690.522597036
2025-03-11,4253302.686647432
2025-03-12,4300614.065825512
2025-03-13,4309897.875478528
2025-03-14,4322181.665386363
2025-03-17,4397124.840537964
2025-03-18,4474159.467096445
2025-03-19,4503629.095435181
2025-03-20,4524587.1458804235
2025-03-21,4553205.513235211
2025-03-24,4461940.86331979
2025-03-25,4418230.570535232
2025-03-26,4502650.426037157
2025-03-27,4458610.591427396
2025-03-28,4438097.929732152
2025-03-31,4431845.280374124
2025-04-01,4533046.050628205
2025-04-02,4554209.369449919
2025-04-03,4570306.572895718
2025-04-04,4575750.032798824
2025-04-07,4276438.2925010845
2025-04-08,4203380.086662467
2025-04-09,4109898.2387636127
2025-04-10,4265694.814550969
2025-04-11,4193618.7470158446
