Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-11,0.0007408834347616,0.0007397708083115,0.0007435773641326,92610.4293452,inf,inf,inf
2024-10-14,0.0007416582235746,0.0007350779050674,0.0007416582235746,92707.277946825,inf,inf,inf
2024-10-15,0.0007367730706564,0.000732509480731,0.0007371695425157,92096.63383205,inf,inf,inf
2024-10-16,0.0007335788088137,0.000731587757086,0.0007357973022142,91697.3511017125,inf,inf,inf
2024-10-17,0.0007330303736933,0.0007283374293422,0.0007334442990149,91628.79671166251,inf,inf,inf
2024-10-18,0.0007299003425862,0.0007283904677943,0.0007313148911405,91237.542823275,inf,inf,inf
2024-10-21,0.0007304548490271,0.0007240290590901,0.0007320269380909,91306.8561283875,inf,inf,inf
2024-10-22,0.0007264802034144,0.000723233113341,0.0007265066188193,90810.0254268,inf,inf,inf
2024-10-23,0.0007264115967638,0.0007217298115643,0.0007263799712072,90801.449595475,inf,inf,inf
2024-10-24,0.0007260371620774,0.0007235314197846,0.0007262164124909,90754.645259675,inf,inf,inf
2024-10-25,0.0007265752434208,0.0007191709447915,0.0007265541069508,90821.90542760001,inf,inf,inf
2024-10-28,0.0007206376024161,0.0007200927682011,0.0007235156998579,90079.7003020125,inf,inf,inf
2024-10-29,0.0007236047245594,0.0007197610519827,0.000726448507464,90450.590569925,inf,inf,inf
2024-10-30,0.0007229716748134,0.000722324127257,0.0007281199812317,90371.459351675,inf,inf,inf
2024-10-31,0.0007253893809972,0.0007239085192421,0.0007288789269108,90673.67262465,inf,inf,inf
2024-11-01,0.0007283692255822,0.0007245169385904,0.0007285868226108,91046.153197775,inf,inf,inf
2024-11-04,0.0007249844308,0.0007267336127425,0.0007311117128344,90623.05385,inf,inf,inf
2024-11-05,0.0007284064002666,0.0007243385260471,0.0007285231301202,91050.80003332501,inf,inf,inf
2024-11-06,0.0007256894049346,0.0007122659464711,0.0007430745398461,90711.175616825,inf,inf,inf
2024-11-07,0.0007143877447619,0.0007122354786818,0.0007241024647415,89298.46809523749,inf,inf,inf
2024-11-08,0.0007288205002829,0.0007156300790014,0.0007288205002829,91102.5625353625,inf,inf,inf
2024-11-11,0.0007157171735951,0.0007132667617689,0.0007184269046666,89464.64669938751,inf,inf,inf
2024-11-12,0.0007140051873453,0.0007094462526047,0.0007150211346701,89250.6484181625,inf,inf,inf
2024-11-13,0.0007109088846861,0.0007089483263903,0.0007186954064116,88863.6105857625,inf,inf,inf
2024-11-14,0.0007147962830593,0.0007085816223405,0.0007214174231994,89349.5353824125,inf,inf,inf
2024-11-15,0.0007138625182005,0.0007100356413276,0.0007198180350619,89232.81477506249,inf,inf,inf
2024-11-18,0.0007171800606083,0.0007141174090265,0.0007198076623314,89647.5075760375,inf,inf,inf
2024-11-19,0.0007196833393306,0.0007157427495442,0.0007203313524221,89960.417416325,inf,inf,inf
2024-11-20,0.0007183082227965,0.0007138217127451,0.0007204610951008,89788.5278495625,inf,inf,inf
2024-11-21,0.0007155020703006,0.0007132006279856,0.0007174476310084,89437.758787575,inf,inf,inf
2024-11-22,0.0007144898667073,0.0007101314748785,0.000715154090739,89311.23333841251,inf,inf,inf
2024-11-25,0.0007124993716054,0.0007120833645174,0.0007167996505601,89062.421450675,inf,inf,inf
2024-11-26,0.0007165581974362,0.0007104442678933,0.0007176278195712,89569.774679525,inf,inf,inf
2024-11-27,0.0007167071505886,0.0007150774320968,0.0007197506808945,89588.393823575,inf,inf,inf
2024-11-28,0.0007202172327094,0.0007155276933761,0.0007202172327094,90027.154088675,inf,inf,inf
2024-11-29,0.0007177204944771,0.0007150518412584,0.000719605643458,89715.06180963751,inf,inf,inf
2024-12-02,0.0007143571574759,0.0007107067732472,0.0007153331914076,89294.6446844875,inf,inf,inf
2024-12-03,0.000713745277275,0.0006933803170725,0.0007272515502034,89218.159659375,inf,inf,inf
2024-12-04,0.0007083808318303,0.0007050793773749,0.0007124993716054,88547.6039787875,inf,inf,inf
2024-12-05,0.0007088176675572,0.0007046868990602,0.0007087523561992,88602.20844465,inf,inf,inf
2024-12-06,0.0007142908213455,0.0007002948384885,0.0007085364544687,89286.3526681875,inf,inf,inf
2024-12-09,0.0007021387289677,0.000695294253247,0.0007021189903131,87767.3411209625,inf,inf,inf
2024-12-10,0.0007009673469181,0.0006977539087037,0.0007016115826205,87620.9183647625,inf,inf,inf
